Run_ID,Question,ChoiceA,ChoiceB,ChoiceC,ChoiceD,Stimulus_ID,Prompt_ID,Participant_ID,Group,GroupKind,Response,Angle,Proximity,n_candidates,Actor,Candidates,list_id,Accuracy
",pen,remote,,,349,10,glm-4v-9b_350,glm-4v-9b,VLMs,A,front,3,2,X,pen+remote,4.0,False
glm-4v-9b_351,"<image-placeholder: gaze_350.png>Where is she looking in the image?
",pen,remote,,,350,10,glm-4v-9b_351,glm-4v-9b,VLMs,A,left,3,2,X,pen+remote,11.0,True
glm-4v-9b_352,"<image-placeholder: gaze_351.png>What is she looking at in the image?
",remote,pen,,,351,9,glm-4v-9b_352,glm-4v-9b,VLMs,A,left,3,2,X,pen+remote,8.0,False
glm-4v-9b_353,"<image-placeholder: gaze_352.png>What is this person looking at in the image?
",pen,remote,,,352,6,glm-4v-9b_353,glm-4v-9b,VLMs,B,left,3,2,X,pen+remote,14.0,True
glm-4v-9b_354,"<image-placeholder: gaze_353.png>What is this person looking at?
",pen,remote,,,353,0,glm-4v-9b_354,glm-4v-9b,VLMs,B,left,3,2,X,pen+remote,12.0,True
glm-4v-9b_355,"<image-placeholder: gaze_354.png>What is she looking at in the image?
",remote,pen,,,354,9,glm-4v-9b_355,glm-4v-9b,VLMs,A,right,3,2,X,pen+remote,17.0,False
glm-4v-9b_356,"<image-placeholder: gaze_355.png>What is she looking at in the image?
",pen,remote,,,355,9,glm-4v-9b_356,glm-4v-9b,VLMs,B,right,3,2,X,pen+remote,18.0,False
glm-4v-9b_357,"<image-placeholder: gaze_356.png>Where is she looking?
",pen,remote,,,356,4,glm-4v-9b_357,glm-4v-9b,VLMs,B,right,3,2,X,pen+remote,1.0,True
glm-4v-9b_358,"<image-placeholder: gaze_357.png>What is this person looking at in the image?
",remote,pen,,,357,6,glm-4v-9b_358,glm-4v-9b,VLMs,A,right,3,2,X,pen+remote,9.0,True
glm-4v-9b_359,"<image-placeholder: gaze_358.png>Where is she looking in the image?
",remote,pen,,,358,10,glm-4v-9b_359,glm-4v-9b,VLMs,B,front,2,2,X,pen+remote,7.0,True
glm-4v-9b_360,"<image-placeholder: gaze_359.png>Where is she looking?
",remote,pen,,,359,4,glm-4v-9b_360,glm-4v-9b,VLMs,B,front,2,2,X,pen+remote,6.0,True
glm-4v-9b_361,"<image-placeholder: gaze_360.png>What is she looking at in the image?
",remote,pen,,,360,9,glm-4v-9b_361,glm-4v-9b,VLMs,B,front,2,2,X,pen+remote,11.0,False
glm-4v-9b_362,"<image-placeholder: gaze_361.png>Where is this person looking?
",remote,pen,,,361,1,glm-4v-9b_362,glm-4v-9b,VLMs,A,front,2,2,X,pen+remote,14.0,True
glm-4v-9b_363,"<image-placeholder: gaze_362.png>Which object is this person looking at?
",remote,pen,,,362,2,glm-4v-9b_363,glm-4v-9b,VLMs,A,left,2,2,X,pen+remote,7.0,False
glm-4v-9b_364,"<image-placeholder: gaze_363.png>What is this person looking at?
",remote,pen,,,363,0,glm-4v-9b_364,glm-4v-9b,VLMs,B,left,2,2,X,pen+remote,13.0,True
glm-4v-9b_365,"<image-placeholder: gaze_364.png>Which object is she looking at?
",pen,remote,,,364,5,glm-4v-9b_365,glm-4v-9b,VLMs,B,left,2,2,X,pen+remote,7.0,True
glm-4v-9b_366,"<image-placeholder: gaze_365.png>Where is this person looking?
",remote,pen,,,365,1,glm-4v-9b_366,glm-4v-9b,VLMs,A,left,2,2,X,pen+remote,17.0,True
glm-4v-9b_367,"<image-placeholder: gaze_366.png>Where is she looking in the image?
",remote,pen,,,366,10,glm-4v-9b_367,glm-4v-9b,VLMs,A,right,2,2,X,pen+remote,9.0,False
glm-4v-9b_368,"<image-placeholder: gaze_367.png>What is she looking at?
",remote,pen,,,367,3,glm-4v-9b_368,glm-4v-9b,VLMs,A,right,2,2,X,pen+remote,17.0,False
glm-4v-9b_369,"<image-placeholder: gaze_368.png>What is she looking at?
",remote,pen,,,368,3,glm-4v-9b_369,glm-4v-9b,VLMs,A,right,2,2,X,pen+remote,7.0,True
glm-4v-9b_370,"<image-placeholder: gaze_369.png>Where is she looking?
",pen,remote,,,369,4,glm-4v-9b_370,glm-4v-9b,VLMs,B,right,2,2,X,pen+remote,0.0,True
glm-4v-9b_371,"<image-placeholder: gaze_370.png>Where is this person looking?
",pen,remote,,,370,1,glm-4v-9b_371,glm-4v-9b,VLMs,A,front,1,2,X,pen+remote,10.0,True
glm-4v-9b_372,"<image-placeholder: gaze_371.png>What is this person looking at?
",remote,pen,,,371,0,glm-4v-9b_372,glm-4v-9b,VLMs,B,front,1,2,X,pen+remote,16.0,True
glm-4v-9b_373,"<image-placeholder: gaze_372.png>Where is she looking?
",pen,remote,,,372,4,glm-4v-9b_373,glm-4v-9b,VLMs,A,front,1,2,X,pen+remote,13.0,False
glm-4v-9b_374,"<image-placeholder: gaze_373.png>What is she looking at in the image?
",remote,pen,,,373,9,glm-4v-9b_374,glm-4v-9b,VLMs,A,front,1,2,X,pen+remote,10.0,True
glm-4v-9b_375,"<image-placeholder: gaze_374.png>Where is she looking?
",pen,remote,,,374,4,glm-4v-9b_375,glm-4v-9b,VLMs,A,left,1,2,X,pen+remote,3.0,True
glm-4v-9b_376,"<image-placeholder: gaze_375.png>Where is she looking?
",pen,remote,,,375,4,glm-4v-9b_376,glm-4v-9b,VLMs,A,left,1,2,X,pen+remote,6.0,True
glm-4v-9b_377,"<image-placeholder: gaze_376.png>Where is this person looking in the image?
",pen,remote,,,376,7,glm-4v-9b_377,glm-4v-9b,VLMs,A,left,1,2,X,pen+remote,6.0,False
glm-4v-9b_378,"<image-placeholder: gaze_377.png>Which object is this person looking at in the image?
",pen,remote,,,377,8,glm-4v-9b_378,glm-4v-9b,VLMs,B,left,1,2,X,pen+remote,17.0,True
glm-4v-9b_379,"<image-placeholder: gaze_378.png>Where is this person looking in the image?
",pen,remote,,,378,7,glm-4v-9b_379,glm-4v-9b,VLMs,A,right,1,2,X,pen+remote,10.0,True
glm-4v-9b_380,"<image-placeholder: gaze_379.png>Where is this person looking in the image?
",remote,pen,,,379,7,glm-4v-9b_380,glm-4v-9b,VLMs,A,right,1,2,X,pen+remote,8.0,False
glm-4v-9b_381,"<image-placeholder: gaze_380.png>Where is she looking in the image?
",pen,remote,,,380,10,glm-4v-9b_381,glm-4v-9b,VLMs,B,right,1,2,X,pen+remote,13.0,True
glm-4v-9b_382,"<image-placeholder: gaze_381.png>What is she looking at?
",remote,pen,,,381,3,glm-4v-9b_382,glm-4v-9b,VLMs,A,right,1,2,X,pen+remote,1.0,True
glm-4v-9b_383,"<image-placeholder: gaze_382.png>Which object is this person looking at in the image?
",soccer,pen,,,382,8,glm-4v-9b_383,glm-4v-9b,VLMs,A,front,3,2,X,pen+soccer,17.0,False
glm-4v-9b_384,"<image-placeholder: gaze_383.png>What is she looking at?
",soccer,pen,,,383,3,glm-4v-9b_384,glm-4v-9b,VLMs,A,front,3,2,X,pen+soccer,3.0,False
glm-4v-9b_385,"<image-placeholder: gaze_384.png>Where is she looking?
",soccer,pen,,,384,4,glm-4v-9b_385,glm-4v-9b,VLMs,A,front,3,2,X,pen+soccer,14.0,True
glm-4v-9b_386,"<image-placeholder: gaze_385.png>Where is this person looking in the image?
",pen,soccer,,,385,7,glm-4v-9b_386,glm-4v-9b,VLMs,B,front,3,2,X,pen+soccer,7.0,True
glm-4v-9b_387,"<image-placeholder: gaze_386.png>Where is she looking in the image?
",soccer,pen,,,386,10,glm-4v-9b_387,glm-4v-9b,VLMs,A,left,3,2,X,pen+soccer,10.0,False
glm-4v-9b_388,"<image-placeholder: gaze_387.png>What is this person looking at?
",pen,soccer,,,387,0,glm-4v-9b_388,glm-4v-9b,VLMs,B,left,3,2,X,pen+soccer,15.0,False
glm-4v-9b_389,"<image-placeholder: gaze_388.png>What is she looking at?
",pen,soccer,,,388,3,glm-4v-9b_389,glm-4v-9b,VLMs,B,left,3,2,X,pen+soccer,8.0,True
glm-4v-9b_390,"<image-placeholder: gaze_389.png>Which object is this person looking at in the image?
",pen,soccer,,,389,8,glm-4v-9b_390,glm-4v-9b,VLMs,B,left,3,2,X,pen+soccer,3.0,True
glm-4v-9b_391,"<image-placeholder: gaze_390.png>Which object is she looking at in the image?
",pen,soccer,,,390,11,glm-4v-9b_391,glm-4v-9b,VLMs,B,right,3,2,X,pen+soccer,11.0,False
glm-4v-9b_392,"<image-placeholder: gaze_391.png>Which object is this person looking at?
",pen,soccer,,,391,2,glm-4v-9b_392,glm-4v-9b,VLMs,B,right,3,2,X,pen+soccer,7.0,False
glm-4v-9b_393,"<image-placeholder: gaze_392.png>What is she looking at?
",pen,soccer,,,392,3,glm-4v-9b_393,glm-4v-9b,VLMs,B,right,3,2,X,pen+soccer,5.0,True
glm-4v-9b_394,"<image-placeholder: gaze_393.png>Where is this person looking in the image?
",soccer,pen,,,393,7,glm-4v-9b_394,glm-4v-9b,VLMs,A,right,3,2,X,pen+soccer,14.0,True
glm-4v-9b_395,"<image-placeholder: gaze_394.png>Which object is this person looking at in the image?
",pen,soccer,,,394,8,glm-4v-9b_395,glm-4v-9b,VLMs,B,front,2,2,X,pen+soccer,2.0,False
glm-4v-9b_396,"<image-placeholder: gaze_395.png>Where is she looking?
",pen,soccer,,,395,4,glm-4v-9b_396,glm-4v-9b,VLMs,B,front,2,2,X,pen+soccer,16.0,False
glm-4v-9b_397,"<image-placeholder: gaze_396.png>Which object is she looking at in the image?
",pen,soccer,,,396,11,glm-4v-9b_397,glm-4v-9b,VLMs,B,front,2,2,X,pen+soccer,10.0,True
glm-4v-9b_398,"<image-placeholder: gaze_397.png>Which object is she looking at in the image?
",soccer,pen,,,397,11,glm-4v-9b_398,glm-4v-9b,VLMs,A,front,2,2,X,pen+soccer,14.0,True
glm-4v-9b_399,"<image-placeholder: gaze_398.png>Where is this person looking in the image?
",soccer,pen,,,398,7,glm-4v-9b_399,glm-4v-9b,VLMs,A,left,2,2,X,pen+soccer,11.0,False
glm-4v-9b_400,"<image-placeholder: gaze_399.png>Where is this person looking?
",soccer,pen,,,399,1,glm-4v-9b_400,glm-4v-9b,VLMs,A,left,2,2,X,pen+soccer,17.0,False
glm-4v-9b_401,"<image-placeholder: gaze_400.png>Which object is she looking at?
",soccer,pen,,,400,5,glm-4v-9b_401,glm-4v-9b,VLMs,A,left,2,2,X,pen+soccer,9.0,True
glm-4v-9b_402,"<image-placeholder: gaze_401.png>Which object is this person looking at in the image?
",pen,soccer,,,401,8,glm-4v-9b_402,glm-4v-9b,VLMs,B,left,2,2,X,pen+soccer,14.0,True
glm-4v-9b_403,"<image-placeholder: gaze_402.png>What is she looking at?
",pen,soccer,,,402,3,glm-4v-9b_403,glm-4v-9b,VLMs,B,right,2,2,X,pen+soccer,4.0,False
glm-4v-9b_404,"<image-placeholder: gaze_403.png>Which object is this person looking at in the image?
",soccer,pen,,,403,8,glm-4v-9b_404,glm-4v-9b,VLMs,A,right,2,2,X,pen+soccer,6.0,False
glm-4v-9b_405,"<image-placeholder: gaze_404.png>Which object is this person looking at in the image?
",soccer,pen,,,404,8,glm-4v-9b_405,glm-4v-9b,VLMs,A,right,2,2,X,pen+soccer,18.0,True
glm-4v-9b_406,"<image-placeholder: gaze_405.png>Which object is she looking at in the image?
",soccer,pen,,,405,11,glm-4v-9b_406,glm-4v-9b,VLMs,A,right,2,2,X,pen+soccer,7.0,True
glm-4v-9b_407,"<image-placeholder: gaze_406.png>What is she looking at in the image?
",pen,soccer,,,406,9,glm-4v-9b_407,glm-4v-9b,VLMs,B,front,1,2,X,pen+soccer,1.0,False
glm-4v-9b_408,"<image-placeholder: gaze_407.png>Which object is she looking at in the image?
",pen,soccer,,,407,11,glm-4v-9b_408,glm-4v-9b,VLMs,B,front,1,2,X,pen+soccer,2.0,False
glm-4v-9b_409,"<image-placeholder: gaze_408.png>What is this person looking at?
",pen,soccer,,,408,0,glm-4v-9b_409,glm-4v-9b,VLMs,B,front,1,2,X,pen+soccer,12.0,True
glm-4v-9b_410,"<image-placeholder: gaze_409.png>What is this person looking at in the image?
",pen,soccer,,,409,6,glm-4v-9b_410,glm-4v-9b,VLMs,B,front,1,2,X,pen+soccer,15.0,True
glm-4v-9b_411,"<image-placeholder: gaze_410.png>Which object is she looking at?
",pen,soccer,,,410,5,glm-4v-9b_411,glm-4v-9b,VLMs,B,left,1,2,X,pen+soccer,17.0,False
glm-4v-9b_412,"<image-placeholder: gaze_411.png>Where is she looking?
",soccer,pen,,,411,4,glm-4v-9b_412,glm-4v-9b,VLMs,A,left,1,2,X,pen+soccer,10.0,False
glm-4v-9b_413,"<image-placeholder: gaze_412.png>Which object is this person looking at?
",pen,soccer,,,412,2,glm-4v-9b_413,glm-4v-9b,VLMs,B,left,1,2,X,pen+soccer,12.0,True
glm-4v-9b_414,"<image-placeholder: gaze_413.png>Which object is this person looking at in the image?
",pen,soccer,,,413,8,glm-4v-9b_414,glm-4v-9b,VLMs,B,left,1,2,X,pen+soccer,15.0,True
glm-4v-9b_415,"<image-placeholder: gaze_414.png>What is this person looking at in the image?
",soccer,pen,,,414,6,glm-4v-9b_415,glm-4v-9b,VLMs,A,right,1,2,X,pen+soccer,7.0,False
glm-4v-9b_416,"<image-placeholder: gaze_415.png>Which object is she looking at?
",pen,soccer,,,415,5,glm-4v-9b_416,glm-4v-9b,VLMs,B,right,1,2,X,pen+soccer,11.0,False
glm-4v-9b_417,"<image-placeholder: gaze_416.png>Where is she looking in the image?
",soccer,pen,,,416,10,glm-4v-9b_417,glm-4v-9b,VLMs,A,right,1,2,X,pen+soccer,2.0,True
glm-4v-9b_418,"<image-placeholder: gaze_417.png>Where is this person looking?
",soccer,pen,,,417,1,glm-4v-9b_418,glm-4v-9b,VLMs,A,right,1,2,X,pen+soccer,13.0,True
glm-4v-9b_419,"<image-placeholder: gaze_418.png>Which object is this person looking at?
",yellow eraser,pen,,,418,2,glm-4v-9b_419,glm-4v-9b,VLMs,B,front,3,2,X,pen+yellow eraser,17.0,True
glm-4v-9b_420,"<image-placeholder: gaze_419.png>Which object is this person looking at?
",yellow eraser,pen,,,419,2,glm-4v-9b_420,glm-4v-9b,VLMs,A,front,3,2,X,pen+yellow eraser,17.0,False
glm-4v-9b_421,"<image-placeholder: gaze_420.png>Where is this person looking?
",pen,yellow eraser,,,420,1,glm-4v-9b_421,glm-4v-9b,VLMs,B,front,3,2,X,pen+yellow eraser,8.0,True
glm-4v-9b_422,"<image-placeholder: gaze_421.png>Which object is this person looking at?
",yellow eraser,pen,,,421,2,glm-4v-9b_422,glm-4v-9b,VLMs,A,front,3,2,X,pen+yellow eraser,1.0,True
glm-4v-9b_423,"<image-placeholder: gaze_422.png>Which object is this person looking at?
",yellow eraser,pen,,,422,2,glm-4v-9b_423,glm-4v-9b,VLMs,B,left,3,2,X,pen+yellow eraser,19.0,True
glm-4v-9b_424,"<image-placeholder: gaze_423.png>Which object is this person looking at in the image?
",yellow eraser,pen,,,423,8,glm-4v-9b_424,glm-4v-9b,VLMs,B,left,3,2,X,pen+yellow eraser,0.0,True
glm-4v-9b_425,"<image-placeholder: gaze_424.png>Where is this person looking?
",yellow eraser,pen,,,424,1,glm-4v-9b_425,glm-4v-9b,VLMs,A,left,3,2,X,pen+yellow eraser,14.0,True
glm-4v-9b_426,"<image-placeholder: gaze_425.png>Which object is this person looking at in the image?
",yellow eraser,pen,,,425,8,glm-4v-9b_426,glm-4v-9b,VLMs,B,left,3,2,X,pen+yellow eraser,1.0,False
glm-4v-9b_427,"<image-placeholder: gaze_426.png>Where is she looking?
",yellow eraser,pen,,,426,4,glm-4v-9b_427,glm-4v-9b,VLMs,B,right,3,2,X,pen+yellow eraser,15.0,True
glm-4v-9b_428,"<image-placeholder: gaze_427.png>Which object is this person looking at?
",pen,yellow eraser,,,427,2,glm-4v-9b_428,glm-4v-9b,VLMs,A,right,3,2,X,pen+yellow eraser,5.0,True
glm-4v-9b_429,"<image-placeholder: gaze_428.png>Where is she looking?
",yellow eraser,pen,,,428,4,glm-4v-9b_429,glm-4v-9b,VLMs,B,right,3,2,X,pen+yellow eraser,0.0,False
glm-4v-9b_430,"<image-placeholder: gaze_429.png>Which object is she looking at in the image?
",pen,yellow eraser,,,429,11,glm-4v-9b_430,glm-4v-9b,VLMs,A,right,3,2,X,pen+yellow eraser,16.0,False
glm-4v-9b_431,"<image-placeholder: gaze_430.png>Which object is this person looking at?
",yellow eraser,pen,,,430,2,glm-4v-9b_431,glm-4v-9b,VLMs,B,front,2,2,X,pen+yellow eraser,4.0,True
glm-4v-9b_432,"<image-placeholder: gaze_431.png>Which object is this person looking at?
",yellow eraser,pen,,,431,2,glm-4v-9b_432,glm-4v-9b,VLMs,B,front,2,2,X,pen+yellow eraser,8.0,True
glm-4v-9b_433,"<image-placeholder: gaze_432.png>Where is this person looking in the image?
",yellow eraser,pen,,,432,7,glm-4v-9b_433,glm-4v-9b,VLMs,A,front,2,2,X,pen+yellow eraser,9.0,True
glm-4v-9b_434,"<image-placeholder: gaze_433.png>Which object is she looking at?
",pen,yellow eraser,,,433,5,glm-4v-9b_434,glm-4v-9b,VLMs,B,front,2,2,X,pen+yellow eraser,14.0,True
glm-4v-9b_435,"<image-placeholder: gaze_434.png>Which object is this person looking at?
",pen,yellow eraser,,,434,2,glm-4v-9b_435,glm-4v-9b,VLMs,A,left,2,2,X,pen+yellow eraser,9.0,True
glm-4v-9b_436,"<image-placeholder: gaze_435.png>Where is this person looking in the image?
",pen,yellow eraser,,,435,7,glm-4v-9b_436,glm-4v-9b,VLMs,A,left,2,2,X,pen+yellow eraser,19.0,True
glm-4v-9b_437,"<image-placeholder: gaze_436.png>Which object is she looking at in the image?
",pen,yellow eraser,,,436,11,glm-4v-9b_437,glm-4v-9b,VLMs,A,left,2,2,X,pen+yellow eraser,11.0,False
glm-4v-9b_438,"<image-placeholder: gaze_437.png>What is this person looking at?
",pen,yellow eraser,,,437,0,glm-4v-9b_438,glm-4v-9b,VLMs,A,left,2,2,X,pen+yellow eraser,16.0,False
glm-4v-9b_439,"<image-placeholder: gaze_438.png>Where is she looking?
",yellow eraser,pen,,,438,4,glm-4v-9b_439,glm-4v-9b,VLMs,A,right,2,2,X,pen+yellow eraser,12.0,False
glm-4v-9b_440,"<image-placeholder: gaze_439.png>Where is this person looking in the image?
",yellow eraser,pen,,,439,7,glm-4v-9b_440,glm-4v-9b,VLMs,A,right,2,2,X,pen+yellow eraser,3.0,False
glm-4v-9b_441,"<image-placeholder: gaze_440.png>What is she looking at in the image?
",yellow eraser,pen,,,440,9,glm-4v-9b_441,glm-4v-9b,VLMs,A,right,2,2,X,pen+yellow eraser,3.0,True
glm-4v-9b_442,"<image-placeholder: gaze_441.png>Where is she looking?
",yellow eraser,pen,,,441,4,glm-4v-9b_442,glm-4v-9b,VLMs,A,right,2,2,X,pen+yellow eraser,17.0,True
glm-4v-9b_443,"<image-placeholder: gaze_442.png>What is she looking at?
",pen,yellow eraser,,,442,3,glm-4v-9b_443,glm-4v-9b,VLMs,B,front,1,2,X,pen+yellow eraser,19.0,False
glm-4v-9b_444,"<image-placeholder: gaze_443.png>What is she looking at?
",pen,yellow eraser,,,443,3,glm-4v-9b_444,glm-4v-9b,VLMs,B,front,1,2,X,pen+yellow eraser,18.0,False
glm-4v-9b_445,"<image-placeholder: gaze_444.png>Where is she looking in the image?
",yellow eraser,pen,,,444,10,glm-4v-9b_445,glm-4v-9b,VLMs,A,front,1,2,X,pen+yellow eraser,9.0,True
glm-4v-9b_446,"<image-placeholder: gaze_445.png>Which object is she looking at?
",yellow eraser,pen,,,445,5,glm-4v-9b_446,glm-4v-9b,VLMs,A,front,1,2,X,pen+yellow eraser,14.0,True
glm-4v-9b_447,"<image-placeholder: gaze_446.png>Which object is this person looking at in the image?
",pen,yellow eraser,,,446,8,glm-4v-9b_447,glm-4v-9b,VLMs,A,left,1,2,X,pen+yellow eraser,7.0,True
glm-4v-9b_448,"<image-placeholder: gaze_447.png>Which object is this person looking at in the image?
",pen,yellow eraser,,,447,8,glm-4v-9b_448,glm-4v-9b,VLMs,A,left,1,2,X,pen+yellow eraser,10.0,True
glm-4v-9b_449,"<image-placeholder: gaze_448.png>Which object is she looking at?
",yellow eraser,pen,,,448,5,glm-4v-9b_449,glm-4v-9b,VLMs,B,left,1,2,X,pen+yellow eraser,1.0,False
glm-4v-9b_450,"<image-placeholder: gaze_449.png>Which object is she looking at?
",yellow eraser,pen,,,449,5,glm-4v-9b_450,glm-4v-9b,VLMs,B,left,1,2,X,pen+yellow eraser,2.0,False
glm-4v-9b_451,"<image-placeholder: gaze_450.png>Where is this person looking in the image?
",pen,yellow eraser,,,450,7,glm-4v-9b_451,glm-4v-9b,VLMs,A,right,1,2,X,pen+yellow eraser,16.0,True
glm-4v-9b_452,"<image-placeholder: gaze_451.png>Where is this person looking in the image?
",yellow eraser,pen,,,451,7,glm-4v-9b_452,glm-4v-9b,VLMs,A,right,1,2,X,pen+yellow eraser,16.0,False
glm-4v-9b_453,"<image-placeholder: gaze_452.png>Where is this person looking in the image?
",yellow eraser,pen,,,452,7,glm-4v-9b_453,glm-4v-9b,VLMs,A,right,1,2,X,pen+yellow eraser,16.0,True
glm-4v-9b_454,"<image-placeholder: gaze_453.png>Where is she looking in the image?
",yellow eraser,pen,,,453,10,glm-4v-9b_454,glm-4v-9b,VLMs,A,right,1,2,X,pen+yellow eraser,19.0,True
glm-4v-9b_455,"<image-placeholder: gaze_454.png>Where is this person looking?
",remote,water,,,454,1,glm-4v-9b_455,glm-4v-9b,VLMs,B,front,3,2,Y,remote+water,2.0,False
glm-4v-9b_456,"<image-placeholder: gaze_455.png>What is this person looking at?
",remote,water,,,455,0,glm-4v-9b_456,glm-4v-9b,VLMs,B,front,3,2,Y,remote+water,8.0,False
glm-4v-9b_457,"<image-placeholder: gaze_456.png>What is she looking at in the image?
",water,remote,,,456,9,glm-4v-9b_457,glm-4v-9b,VLMs,B,front,3,2,Y,remote+water,1.0,True
glm-4v-9b_458,"<image-placeholder: gaze_457.png>What is this person looking at in the image?
",water,remote,,,457,6,glm-4v-9b_458,glm-4v-9b,VLMs,B,front,3,2,Y,remote+water,0.0,False
glm-4v-9b_459,"<image-placeholder: gaze_458.png>What is she looking at?
",water,remote,,,458,3,glm-4v-9b_459,glm-4v-9b,VLMs,B,front,3,2,Y,remote+water,3.0,False
glm-4v-9b_460,"<image-placeholder: gaze_459.png>What is this person looking at?
",remote,water,,,459,0,glm-4v-9b_460,glm-4v-9b,VLMs,B,front,3,2,Y,remote+water,14.0,True
glm-4v-9b_461,"<image-placeholder: gaze_460.png>What is she looking at?
",remote,water,,,460,3,glm-4v-9b_461,glm-4v-9b,VLMs,B,left,3,2,Y,remote+water,3.0,True
glm-4v-9b_462,"<image-placeholder: gaze_461.png>Where is she looking in the image?
",remote,water,,,461,10,glm-4v-9b_462,glm-4v-9b,VLMs,B,left,3,2,Y,remote+water,9.0,True
glm-4v-9b_463,"<image-placeholder: gaze_462.png>Where is she looking?
",remote,water,,,462,4,glm-4v-9b_463,glm-4v-9b,VLMs,B,left,3,2,Y,remote+water,9.0,True
glm-4v-9b_464,"<image-placeholder: gaze_463.png>Which object is this person looking at?
",water,remote,,,463,2,glm-4v-9b_464,glm-4v-9b,VLMs,A,left,3,2,Y,remote+water,2.0,False
glm-4v-9b_465,"<image-placeholder: gaze_464.png>What is this person looking at in the image?
",remote,water,,,464,6,glm-4v-9b_465,glm-4v-9b,VLMs,B,left,3,2,Y,remote+water,17.0,False
glm-4v-9b_466,"<image-placeholder: gaze_465.png>Which object is this person looking at in the image?
",remote,water,,,465,8,glm-4v-9b_466,glm-4v-9b,VLMs,B,left,3,2,Y,remote+water,19.0,False
glm-4v-9b_467,"<image-placeholder: gaze_466.png>What is she looking at?
",water,remote,,,466,3,glm-4v-9b_467,glm-4v-9b,VLMs,A,right,3,2,Y,remote+water,3.0,False
glm-4v-9b_468,"<image-placeholder: gaze_467.png>What is this person looking at in the image?
",remote,water,,,467,6,glm-4v-9b_468,glm-4v-9b,VLMs,B,right,3,2,Y,remote+water,18.0,False
glm-4v-9b_469,"<image-placeholder: gaze_468.png>Which object is she looking at?
",water,remote,,,468,5,glm-4v-9b_469,glm-4v-9b,VLMs,A,right,3,2,Y,remote+water,6.0,False
glm-4v-9b_470,"<image-placeholder: gaze_469.png>What is this person looking at?
",water,remote,,,469,0,glm-4v-9b_470,glm-4v-9b,VLMs,A,right,3,2,Y,remote+water,19.0,True
glm-4v-9b_471,"<image-placeholder: gaze_470.png>Where is this person looking?
",water,remote,,,470,1,glm-4v-9b_471,glm-4v-9b,VLMs,A,right,3,2,Y,remote+water,5.0,True
glm-4v-9b_472,"<image-placeholder: gaze_471.png>Which object is this person looking at in the image?
",water,remote,,,471,8,glm-4v-9b_472,glm-4v-9b,VLMs,A,right,3,2,Y,remote+water,15.0,True
glm-4v-9b_473,"<image-placeholder: gaze_472.png>Which object is this person looking at?
",water,remote,,,472,2,glm-4v-9b_473,glm-4v-9b,VLMs,B,front,2,2,Y,remote+water,10.0,False
glm-4v-9b_474,"<image-placeholder: gaze_473.png>What is this person looking at in the image?
",water,remote,,,473,6,glm-4v-9b_474,glm-4v-9b,VLMs,B,front,2,2,Y,remote+water,16.0,False
glm-4v-9b_475,"<image-placeholder: gaze_474.png>What is she looking at in the image?
",remote,water,,,474,9,glm-4v-9b_475,glm-4v-9b,VLMs,B,front,2,2,Y,remote+water,1.0,True
glm-4v-9b_476,"<image-placeholder: gaze_475.png>What is this person looking at?
",water,remote,,,475,0,glm-4v-9b_476,glm-4v-9b,VLMs,B,front,2,2,Y,remote+water,14.0,True
glm-4v-9b_477,"<image-placeholder: gaze_476.png>Which object is this person looking at?
",remote,water,,,476,2,glm-4v-9b_477,glm-4v-9b,VLMs,B,front,2,2,Y,remote+water,2.0,False
glm-4v-9b_478,"<image-placeholder: gaze_477.png>Which object is she looking at in the image?
",remote,water,,,477,11,glm-4v-9b_478,glm-4v-9b,VLMs,B,front,2,2,Y,remote+water,11.0,False
glm-4v-9b_479,"<image-placeholder: gaze_478.png>Where is this person looking?
",water,remote,,,478,1,glm-4v-9b_479,glm-4v-9b,VLMs,A,front,2,2,Y,remote+water,8.0,False
glm-4v-9b_480,"<image-placeholder: gaze_479.png>Which object is this person looking at in the image?
",water,remote,,,479,8,glm-4v-9b_480,glm-4v-9b,VLMs,A,left,2,2,Y,remote+water,2.0,True
glm-4v-9b_481,"<image-placeholder: gaze_480.png>What is this person looking at?
",remote,water,,,480,0,glm-4v-9b_481,glm-4v-9b,VLMs,B,left,2,2,Y,remote+water,9.0,True
glm-4v-9b_482,"<image-placeholder: gaze_481.png>Which object is she looking at in the image?
",remote,water,,,481,11,glm-4v-9b_482,glm-4v-9b,VLMs,B,left,2,2,Y,remote+water,9.0,True
glm-4v-9b_483,"<image-placeholder: gaze_482.png>Which object is she looking at?
",remote,water,,,482,5,glm-4v-9b_483,glm-4v-9b,VLMs,B,left,2,2,Y,remote+water,11.0,False
glm-4v-9b_484,"<image-placeholder: gaze_483.png>Which object is this person looking at in the image?
",water,remote,,,483,8,glm-4v-9b_484,glm-4v-9b,VLMs,A,left,2,2,Y,remote+water,13.0,False
glm-4v-9b_485,"<image-placeholder: gaze_484.png>Where is she looking in the image?
",water,remote,,,484,10,glm-4v-9b_485,glm-4v-9b,VLMs,A,left,2,2,Y,remote+water,14.0,False
glm-4v-9b_486,"<image-placeholder: gaze_485.png>Which object is this person looking at in the image?
",remote,water,,,485,8,glm-4v-9b_486,glm-4v-9b,VLMs,B,left,2,2,Y,remote+water,11.0,False
glm-4v-9b_487,"<image-placeholder: gaze_486.png>Where is this person looking?
